disno,dyindex,statea,namea,stateb,nameb,strtday,strtmnth,strtyr,year,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,ongo2014,new,change,changetype_1,changetype_2
2641,2641.001,770,PAK,750,IND,20,10,1983,1984,31,1,1984,Statlemate,None,0-25,Clash,4,1,1,1,1,1,1,0-25,Clash,4,1,0,0,0,0-25,Clash,4,1,1,3,0,2,32,105,Clash,Clash,Clash,No,No,No,None,None
2642,2642.001,750,IND,770,PAK,25,6,1984,1984,30,8,1984,Statlemate,None,26-100,Clash,4,1,1,1,0,0,0,0-25,Clash,4,1,1,1,1,0-25,Clash,4,1,3,1,0,1,67,67,Clash,Clash,Clash,No,No,No,None,None
2642,2642.001,770,PAK,750,IND,25,6,1984,1984,30,8,1984,Statlemate,None,26-100,Clash,4,1,1,1,1,1,1,0-25,Clash,4,1,0,0,0,0-25,Clash,4,1,1,3,0,1,67,67,Clash,Clash,Clash,No,No,No,None,None
2643,2643.001,750,IND,770,PAK,17,1,1985,1985,7,10,1985,Statlemate,None,26-100,Raid,4,1,1,1,0,0,0,0-25,Clash,4,1,1,1,1,0-25,Raid,4,1,3,1,0,1,264,264,Attack,Clash,Attack,No,No,No,None,None
2643,2643.001,770,PAK,750,IND,17,1,1985,1985,7,10,1985,Statlemate,None,26-100,Raid,4,1,1,1,1,1,1,0-25,Raid,4,1,0,0,0,0-25,Clash,4,1,1,3,0,1,264,264,Attack,Attack,Clash,No,No,No,None,None
2644,2644.001,750,IND,770,PAK,14,10,1986,1986,15,11,1986,Statlemate,None,None,Raid,4,0,1,1,1,0,0,None,Raid,4,1,0,1,1,None,No military action,1,1,1,3,0,1,33,33,Attack,Attack,None,No,No,No,None,None
2644,2644.001,770,PAK,750,IND,14,10,1986,1986,15,11,1986,Statlemate,None,None,Raid,4,0,1,1,0,1,1,None,No military action,1,1,1,0,0,None,Raid,4,1,3,1,0,1,33,33,Attack,None,Attack,No,No,No,None,None
2645,2645.001,255,GMY,390,DEN,18,2,1915,1915,11,11,1915,Unclear,None,None,Raid,4,0,1,1,1,1,2,None,Raid,4,1,0,0,0,None,No military action,1,1,1,3,0,1,267,267,Attack,Attack,None,No,No,No,None,None
2645,2645.001,390,DEN,255,GMY,18,2,1915,1915,11,11,1915,Unclear,None,None,Raid,4,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Raid,4,1,3,1,0,1,267,267,Attack,None,Attack,No,No,No,None,None
2646,2646.001,91,HON,255,GMY,19,5,1918,1918,11,11,1918,Unclear,None,None,Declaration of War,4,0,1,1,1,0,0,None,Declaration of War,4,1,0,0,0,None,No military action,1,1,1,3,0,1,177,177,Declaration of War,Declaration of War,None,No,No,No,None,None
2646,2646.001,255,GMY,91,HON,19,5,1918,1918,11,11,1918,Unclear,None,None,Declaration of War,4,0,1,1,0,0,0,None,No military action,1,1,1,0,0,None,Declaration of War,4,1,3,1,0,1,177,177,Declaration of War,None,Declaration of War,No,No,No,None,None
2647,2647.001,90,GUA,255,GMY,23,4,1918,1918,11,11,1918,Unclear,None,None,Declaration of War,4,0,1,1,1,0,0,None,Declaration of War,4,1,0,0,0,None,No military action,1,1,1,3,0,1,203,203,Declaration of War,Declaration of War,None,No,No,No,None,None
2647,2647.001,255,GMY,90,GUA,23,4,1918,1918,11,11,1918,Unclear,None,None,Declaration of War,4,0,1,1,0,0,0,None,No military action,1,1,1,0,0,None,Declaration of War,4,1,3,1,0,1,203,203,Declaration of War,None,Declaration of War,No,No,No,None,None
2648,2648.001,220,FRN,350,GRC,11,1,1916,1916,11,7,1916,Statlemate,None,None,Occupation of territory,4,0,1,1,1,0,0,None,Occupation of territory,4,1,0,0,0,None,No military action,1,1,1,3,0,1,183,183,Occupation of territory,Occupation of territory,None,No,No,No,None,None
2648,2648.001,350,GRC,220,FRN,11,1,1916,1916,11,7,1916,Statlemate,None,None,Occupation of territory,4,0,1,1,0,0,0,None,No military action,1,1,1,0,0,None,Occupation of territory,4,1,3,1,0,1,183,183,Occupation of territory,None,Occupation of territory,No,No,No,None,None
2649,2649.001,255,GMY,710,CHN,9,2,1917,1917,11,11,1918,Ongoing,Ongoing,None,Declaration of War,4,0,1,2,0,0,0,None,No military action,1,1,1,0,0,None,Declaration of War,4,1,3,1,0,1,326,326,Declaration of War,None,Declaration of War,No,No,No,None,None
2649,2649.001,255,GMY,710,CHN,9,2,1917,1918,11,11,1918,Unclear,None,None,Declaration of War,4,0,1,2,0,0,0,None,No military action,1,1,1,0,0,None,Declaration of War,4,1,3,1,0,2,316,642,Declaration of War,None,Declaration of War,No,No,No,None,None
2649,2649.001,710,CHN,255,GMY,9,2,1917,1917,11,11,1918,Ongoing,Ongoing,None,Declaration of War,4,0,1,2,1,0,0,None,Declaration of War,4,1,0,0,0,None,No military action,1,1,1,3,0,1,326,326,Declaration of War,Declaration of War,None,No,No,No,None,None
2649,2649.001,710,CHN,255,GMY,9,2,1917,1918,11,11,1918,Unclear,None,None,Declaration of War,4,0,1,2,1,0,0,None,Declaration of War,4,1,0,0,0,None,No military action,1,1,1,3,0,2,316,642,Declaration of War,Declaration of War,None,No,No,No,None,None
2649,2649.002,300,AUH,710,CHN,14,8,1917,1917,11,11,1918,Ongoing,Ongoing,None,Declaration of War,4,0,1,2,0,0,0,None,No military action,1,0,1,0,0,None,Declaration of War,4,1,4,1,0,1,140,140,Declaration of War,None,Declaration of War,No,No,No,None,None
2649,2649.002,300,AUH,710,CHN,14,8,1917,1918,11,11,1918,Unclear,None,None,Declaration of War,4,0,1,2,0,0,0,None,No military action,1,0,1,0,0,None,Declaration of War,4,1,4,1,0,2,316,456,Declaration of War,None,Declaration of War,No,No,No,None,None
2649,2649.002,710,CHN,300,AUH,14,8,1917,1917,11,11,1918,Ongoing,Ongoing,None,Declaration of War,4,0,1,2,1,0,0,None,Declaration of War,4,1,0,0,0,None,No military action,1,0,1,4,0,1,140,140,Declaration of War,Declaration of War,None,No,No,No,None,None
2649,2649.002,710,CHN,300,AUH,14,8,1917,1918,11,11,1918,Unclear,None,None,Declaration of War,4,0,1,2,1,0,0,None,Declaration of War,4,1,0,0,0,None,No military action,1,0,1,4,0,2,316,456,Declaration of War,Declaration of War,None,No,No,No,None,None
2683,2683.001,41,HAI,200,UKG,26,3,1887,1887,30,4,1887,Yield A,None,None,Show of Ships,3,0,1,1,0,1,2,None,No military action,1,1,1,0,0,None,Show of Ships,3,1,3,1,0,1,36,36,Show of Force,None,Show of Force,No,No,No,None,None
2683,2683.001,200,UKG,41,HAI,26,3,1887,1887,30,4,1887,Yield B,None,None,Show of Ships,3,0,1,1,1,0,0,None,Show of Ships,3,1,0,1,2,None,No military action,1,1,1,3,0,1,36,36,Show of Force,Show of Force,None,No,No,No,None,None
2700,2700.001,365,RUS,710,CHN,1,7,1919,1919,25,10,1919,Yield A,None,None,Raid,4,0,1,1,0,0,0,None,Raid,4,1,1,1,2,None,Show of Ships,3,1,3,1,0,1,117,117,Attack,Attack,Show of Force,No,No,No,None,None
2700,2700.001,710,CHN,365,RUS,1,7,1919,1919,25,10,1919,Yield B,None,None,Raid,4,0,1,1,1,1,2,None,Show of Ships,3,1,0,0,0,None,Raid,4,1,1,3,0,1,117,117,Attack,Show of Force,Attack,No,No,No,None,None
2701,2701.001,710,CHN,740,JPN,20,8,1919,1919,25,10,1919,Statlemate,None,None,Show of Ships,3,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Show of Ships,3,1,3,1,0,67,1,1,Show of Force,None,Show of Force,No,No,2701,None,None
2701,2701.001,740,JPN,710,CHN,20,8,1919,1919,25,10,1919,Statlemate,None,None,Alert,3,0,1,1,1,1,2,None,Alert,3,1,0,0,0,None,No military action,1,1,1,3,0,67,1,1,Alert,Alert,None,No,No,2701,None,None
2702,2702.001,365,RUS,740,JPN,1,8,1919,1919,25,10,1919,Released,None,None,Seizure,4,0,1,1,0,0,0,None,No military action,1,1,1,0,0,None,Seizure,4,1,3,1,0,1,86,86,Seizure of material/personnel,None,Seizure of material/personnel,No,No,No,None,None
2702,2702.001,740,JPN,365,RUS,1,8,1919,1919,25,10,1919,Released,None,None,Seizure,4,0,1,1,1,0,0,None,Seizure,4,1,0,0,0,None,No military action,1,1,1,3,0,1,86,86,Seizure of material/personnel,Seizure of material/personnel,None,No,No,No,None,None
2704,2704.001,365,RUS,710,CHN,6,10,1945,1945,3,5,1946,Ongoing,Ongoing,None,Occupation of territory,4,0,1,1,1,1,3,None,Occupation of territory,4,1,0,0,0,None,No military action,1,1,1,3,0,1,87,87,Occupation of territory,Occupation of territory,None,No,No,No,None,None
2704,2704.001,365,RUS,710,CHN,6,10,1945,1946,3,5,1946,Unclear,Unclear,None,Occupation of territory,4,0,1,1,1,1,3,None,Occupation of territory,4,1,0,0,0,None,No military action,1,1,1,3,0,2,124,211,Occupation of territory,Occupation of territory,None,No,No,No,None,None
2704,2704.001,710,CHN,365,RUS,6,10,1945,1945,3,5,1946,Ongoing,Ongoing,None,Occupation of territory,4,0,1,1,0,0,0,None,No military action,1,1,1,1,3,None,Occupation of territory,4,1,3,1,0,1,87,87,Occupation of territory,None,Occupation of territory,No,No,No,None,None
2704,2704.001,710,CHN,365,RUS,6,10,1945,1946,3,5,1946,Unclear,Unclear,None,Occupation of territory,4,0,1,1,0,0,0,None,No military action,1,1,1,1,3,None,Occupation of territory,4,1,3,1,0,2,124,211,Occupation of territory,None,Occupation of territory,No,No,No,None,None
2707,2707.001,365,RUS,710,CHN,15,10,1964,1964,15,4,1965,Ongoing,Ongoing,None,Border violation,3,0,1,1,1,1,1,None,Border violation,3,1,0,1,1,None,Border violation,3,1,1,3,0,1,78,78,Border violation,Border violation,Border violation,No,No,No,None,None
2707,2707.001,365,RUS,710,CHN,15,10,1964,1965,15,4,1965,Statlemate,None,None,Border violation,3,0,1,1,1,1,1,None,Border violation,3,1,0,1,1,None,Border violation,3,1,1,3,0,2,106,184,Border violation,Border violation,Border violation,No,No,No,None,None
2707,2707.001,710,CHN,365,RUS,15,10,1964,1964,15,4,1965,Ongoing,Ongoing,None,Border violation,3,0,1,1,0,1,1,None,Border violation,3,1,1,1,1,None,Border violation,3,1,3,1,0,1,78,78,Border violation,Border violation,Border violation,No,No,No,None,None
2707,2707.001,710,CHN,365,RUS,15,10,1964,1965,15,4,1965,Statlemate,None,None,Border violation,3,0,1,1,0,1,1,None,Border violation,3,1,1,1,1,None,Border violation,3,1,3,1,0,2,106,184,Border violation,Border violation,Border violation,No,No,No,None,None
2708,2708.001,365,RUS,710,CHN,1,12,1965,1965,15,1,1966,Ongoing,Ongoing,None,Show of troops,3,0,1,1,1,1,1,None,Show of troops,3,1,0,1,1,None,No military action,1,1,1,3,0,1,31,31,Show of Force,Show of Force,None,No,No,No,None,None
2708,2708.001,365,RUS,710,CHN,1,12,1965,1966,15,1,1966,Statlemate,None,None,Show of troops,3,0,1,1,1,1,1,None,Show of troops,3,1,0,1,1,None,No military action,1,1,1,3,0,2,16,47,Show of Force,Show of Force,None,No,No,No,None,None
2708,2708.001,710,CHN,365,RUS,1,12,1965,1965,15,1,1966,Ongoing,Ongoing,None,Show of troops,3,0,1,1,0,1,1,None,No military action,1,1,1,1,1,None,Show of troops,3,1,3,1,0,1,31,31,Show of Force,None,Show of Force,No,No,No,None,None
2708,2708.001,710,CHN,365,RUS,1,12,1965,1966,15,1,1966,Statlemate,None,None,Show of troops,3,0,1,1,0,1,1,None,No military action,1,1,1,1,1,None,Show of troops,3,1,3,1,0,2,16,47,Show of Force,None,Show of Force,No,No,No,None,None
2710,2710.001,365,RUS,710,CHN,10,8,1967,1967,17,8,1967,Released,None,None,Seizure,4,0,1,1,0,0,0,None,No military action,1,1,1,0,0,None,Seizure,4,1,3,1,0,1,8,8,Seizure of material/personnel,None,Seizure of material/personnel,No,No,No,None,None
2710,2710.001,710,CHN,365,RUS,10,8,1967,1967,17,8,1967,Released,None,None,Seizure,4,0,1,1,1,0,0,None,Seizure,4,1,0,0,0,None,No military action,1,1,1,3,0,1,8,8,Seizure of material/personnel,Seizure of material/personnel,None,No,No,No,None,None
2711,2711.001,365,RUS,710,CHN,1,8,1968,1968,28,9,1968,Statlemate,None,None,Border violation,3,0,1,1,0,1,1,None,Border violation,3,1,1,1,1,None,Fortify border,3,1,3,1,0,1,59,59,Border violation,Border violation,Fortify Border,No,No,No,None,None
2711,2711.001,710,CHN,365,RUS,1,8,1968,1968,28,9,1968,Statlemate,None,None,Border violation,3,0,1,1,1,1,1,None,Fortify border,3,1,0,1,1,None,Border violation,3,1,1,3,0,1,59,59,Border violation,Fortify Border,Border violation,No,No,No,None,None
2712,2712.001,710,CHN,712,MON,1,9,1973,1973,30,9,1973,Statlemate,None,None,Border violation,3,0,1,1,1,1,2,None,Border violation,3,1,0,0,0,None,No military action,1,1,1,3,0,1,30,30,Border violation,Border violation,None,No,No,No,None,None
2712,2712.001,712,MON,710,CHN,1,9,1973,1973,30,9,1973,Statlemate,None,None,Border violation,3,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Border violation,3,1,3,1,0,1,30,30,Border violation,None,Border violation,No,No,No,None,None
2713,2713.001,365,RUS,710,CHN,1,12,1974,1974,31,12,1974,Statlemate,None,None,Clash,4,1,1,2,0,0,0,Missing (knon fatalities,Clash,4,1,1,1,2,Missing (knon fatalities,Clash,4,1,3,1,0,1,31,31,Clash,Clash,Clash,No,No,No,None,None
2713,2713.001,710,CHN,365,RUS,1,12,1974,1974,31,12,1974,Statlemate,None,None,Clash,4,1,1,2,1,1,2,Missing (knon fatalities,Clash,4,1,0,0,0,Missing (knon fatalities,Clash,4,1,1,3,0,1,31,31,Clash,Clash,Clash,No,No,No,None,None
2713,2713.002,710,CHN,712,MON,1,12,1974,1974,31,12,1974,Statlemate,None,None,Clash,4,1,1,2,1,1,2,Missing (knon fatalities,Clash,4,1,0,0,0,Missing (knon fatalities,Clash,4,1,1,3,0,1,31,31,Clash,Clash,Clash,No,No,No,None,None
2713,2713.002,712,MON,710,CHN,1,12,1974,1974,31,12,1974,Statlemate,None,None,Clash,4,1,1,2,0,0,0,Missing (knon fatalities,Clash,4,1,1,1,2,Missing (knon fatalities,Clash,4,1,3,1,0,1,31,31,Clash,Clash,Clash,No,No,No,None,None
2714,2714.001,365,RUS,710,CHN,4,7,1977,1977,5,8,1977,Statlemate,None,None,Clash,4,1,1,1,0,1,1,None,Clash,4,1,1,1,1,None,Clash,4,1,3,1,0,1,33,33,Clash,Clash,Clash,No,No,No,None,None
2714,2714.001,710,CHN,365,RUS,4,7,1977,1977,5,8,1977,Statlemate,None,None,Clash,4,1,1,1,1,1,1,None,Clash,4,1,0,1,1,None,Clash,4,1,1,3,0,1,33,33,Clash,Clash,Clash,No,No,No,None,None
2715,2715.001,365,RUS,710,CHN,11,3,1978,1978,9,5,1978,Statlemate,None,None,Raid,4,1,1,1,1,1,1,None,Raid,4,1,0,1,1,None,Clash,4,1,1,3,0,1,60,60,Attack,Attack,Clash,No,No,No,None,None
2715,2715.001,710,CHN,365,RUS,11,3,1978,1978,9,5,1978,Statlemate,None,None,Raid,4,1,1,1,0,1,1,None,Clash,4,1,1,1,1,None,Raid,4,1,3,1,0,1,60,60,Attack,Clash,Attack,No,No,No,None,None
2716,2716.001,365,RUS,710,CHN,27,1,1979,1979,14,2,1980,Ongoing,Ongoing,None,Clash,4,1,1,1,1,1,1,None,Clash,4,1,0,1,1,None,Clash,4,1,1,3,0,1,339,339,Clash,Clash,Clash,No,No,No,None,None
2716,2716.001,365,RUS,710,CHN,27,1,1979,1980,14,2,1980,Statlemate,None,0-25,Clash,4,1,1,1,1,1,1,0-25,Clash,4,1,0,1,1,0-25,Clash,4,1,1,3,0,2,46,385,Clash,Clash,Clash,No,No,No,None,None
2716,2716.001,710,CHN,365,RUS,27,1,1979,1979,14,2,1980,Ongoing,Ongoing,None,Clash,4,1,1,1,0,1,1,None,Clash,4,1,1,1,1,None,Clash,4,1,3,1,0,1,339,339,Clash,Clash,Clash,No,No,No,None,None
2716,2716.001,710,CHN,365,RUS,27,1,1979,1980,14,2,1980,Statlemate,None,0-25,Clash,4,1,1,1,0,1,1,0-25,Clash,4,1,1,1,1,0-25,Clash,4,1,3,1,0,2,46,385,Clash,Clash,Clash,No,No,No,None,None
2717,2717.001,365,RUS,710,CHN,5,10,1980,1980,29,10,1980,Statlemate,None,0-25,Clash,4,1,1,1,1,1,1,0-25,Clash,4,1,0,1,1,0-25,Clash,4,1,1,3,0,1,25,25,Clash,Clash,Clash,No,No,No,None,None
2717,2717.001,710,CHN,365,RUS,5,10,1980,1980,29,10,1980,Statlemate,None,0-25,Clash,4,1,1,1,0,1,1,0-25,Clash,4,1,1,1,1,0-25,Clash,4,1,3,1,0,1,25,25,Clash,Clash,Clash,No,No,No,None,None
2718,2718.001,365,RUS,710,CHN,12,7,1986,1986,12,7,1986,Statlemate,None,0-25,Clash,4,1,1,1,0,1,1,None,Clash,4,1,1,1,1,0-25,Clash,4,1,3,1,0,1,1,1,Clash,Clash,Clash,No,No,No,None,None
2718,2718.001,710,CHN,365,RUS,12,7,1986,1986,12,7,1986,Statlemate,None,0-25,Clash,4,1,1,1,1,1,1,0-25,Clash,4,1,0,1,1,None,Clash,4,1,1,3,0,1,1,1,Clash,Clash,Clash,No,No,No,None,None
2721,2721.001,365,RUS,740,JPN,12,7,1871,1871,12,1,1872,Ongoing,Ongoing,None,Occupation of territory,4,0,1,1,1,1,1,None,Occupation of territory,4,1,0,0,0,None,No military action,1,1,1,3,0,1,173,173,Occupation of territory,Occupation of territory,None,No,No,No,None,None
2721,2721.001,365,RUS,740,JPN,12,7,1871,1872,12,1,1872,Compromise,Negotiated,None,Occupation of territory,4,0,1,1,1,1,1,None,Occupation of territory,4,1,0,0,0,None,No military action,1,1,1,3,0,2,13,186,Occupation of territory,Occupation of territory,None,No,No,No,None,None
2721,2721.001,740,JPN,365,RUS,12,7,1871,1871,12,1,1872,Ongoing,Ongoing,None,Occupation of territory,4,0,1,1,0,0,0,None,No military action,1,1,1,1,1,None,Occupation of territory,4,1,3,1,0,1,173,173,Occupation of territory,None,Occupation of territory,No,No,No,None,None
2721,2721.001,740,JPN,365,RUS,12,7,1871,1872,12,1,1872,Compromise,Negotiated,None,Occupation of territory,4,0,1,1,0,0,0,None,No military action,1,1,1,1,1,None,Occupation of territory,4,1,3,1,0,2,13,186,Occupation of territory,None,Occupation of territory,No,No,No,None,None
2722,2722.001,365,RUS,740,JPN,28,4,1920,1920,23,9,1921,Ongoing,Ongoing,None,Occupation of territory,4,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Occupation of territory,4,1,3,1,0,1,248,248,Occupation of territory,None,Occupation of territory,No,No,No,None,None
2722,2722.001,365,RUS,740,JPN,28,4,1920,1921,23,9,1921,Yield A,Negotiated,None,Occupation of territory,4,0,1,1,0,0,0,None,No military action,1,1,1,1,2,None,Occupation of territory,4,1,3,1,0,2,267,515,Occupation of territory,None,Occupation of territory,No,No,No,None,None
2722,2722.001,740,JPN,365,RUS,28,4,1920,1920,23,9,1921,Ongoing,Ongoing,None,Occupation of territory,4,0,1,1,1,1,2,None,Occupation of territory,4,1,0,0,0,None,No military action,1,1,1,3,0,1,248,248,Occupation of territory,Occupation of territory,None,No,No,No,None,None
2722,2722.001,740,JPN,365,RUS,28,4,1920,1921,23,9,1921,Yield B,Negotiated,None,Occupation of territory,4,0,1,1,1,1,2,None,Occupation of territory,4,1,0,0,0,None,No military action,1,1,1,3,0,2,267,515,Occupation of territory,Occupation of territory,None,No,No,No,None,None
2724,2724.001,365,RUS,740,JPN,26,2,1936,1936,30,4,1936,Statlemate,None,None,Show of troops,3,0,1,1,0,1,1,None,Show of troops,3,1,1,0,0,None,Show of troops,3,1,3,1,0,1,65,65,Show of Force,Show of Force,Show of Force,No,No,No,None,None
2724,2724.001,740,JPN,365,RUS,26,2,1936,1936,30,4,1936,Statlemate,None,None,Show of troops,3,0,1,1,1,0,0,None,Show of troops,3,1,0,1,1,None,Show of troops,3,1,1,3,0,1,65,65,Show of Force,Show of Force,Show of Force,No,No,No,None,None
2725,2725.001,712,MON,740,JPN,10,8,1945,1945,10,8,1945,Unclear,Unclear,None,Declaration of War,4,1,1,1,1,1,1,Missing (knon fatalities,Declaration of War,4,1,0,0,0,Missing (knon fatalities,Clash,4,1,1,3,0,1,1,1,Declaration of War,Declaration of War,Clash,No,No,No,None,None
2725,2725.001,740,JPN,712,MON,10,8,1945,1945,10,8,1945,Unclear,Unclear,None,Declaration of War,4,1,1,1,0,0,0,Missing (knon fatalities,Clash,4,1,1,1,1,Missing (knon fatalities,Declaration of War,4,1,3,1,0,1,1,1,Declaration of War,Clash,Declaration of War,No,No,No,None,None
2727,2727.001,365,RUS,740,JPN,20,5,1978,1978,2,10,1979,Ongoing,Ongoing,None,Show of Ships,3,0,1,1,1,1,2,None,Show of Ships,3,1,0,0,0,None,Threat to use force,2,1,1,3,0,1,226,226,Show of Force,Show of Force,Threat to use force,No,No,No,None,None
2727,2727.001,365,RUS,740,JPN,20,5,1978,1979,2,10,1979,Statlemate,None,None,Show of Ships,3,0,1,1,1,1,2,None,Show of Ships,3,1,0,0,0,None,Threat to use force,2,1,1,3,0,2,276,502,Show of Force,Show of Force,Threat to use force,No,No,No,None,None
2727,2727.001,740,JPN,365,RUS,20,5,1978,1978,2,10,1979,Ongoing,Ongoing,None,Show of Ships,3,0,1,1,0,0,0,None,Threat to use force,2,1,1,1,2,None,Show of Ships,3,1,3,1,0,1,226,226,Show of Force,Threat to use force,Show of Force,No,No,No,None,None
2727,2727.001,740,JPN,365,RUS,20,5,1978,1979,2,10,1979,Statlemate,None,None,Show of Ships,3,0,1,1,0,0,0,None,Threat to use force,2,1,1,1,2,None,Show of Ships,3,1,3,1,0,2,276,502,Show of Force,Threat to use force,Show of Force,No,No,No,None,None
2728,2728.001,365,RUS,740,JPN,12,11,1984,1984,23,11,1984,Statlemate,None,None,Show of planes,3,0,1,1,1,1,2,None,Show of planes,3,1,0,0,0,None,Show of planes,3,1,1,3,0,1,12,12,Show of Force,Show of Force,Show of Force,No,No,No,None,None
2728,2728.001,740,JPN,365,RUS,12,11,1984,1984,23,11,1984,Statlemate,None,None,Show of planes,3,0,1,1,0,0,0,None,Show of planes,3,1,1,1,2,None,Show of planes,3,1,3,1,0,1,12,12,Show of Force,Show of Force,Show of Force,No,No,No,None,None
2729,2729.001,811,CAM,817,RVN,22,4,1963,1963,22,10,1963,Statlemate,None,None,Seizure,4,0,1,1,1,1,1,None,Seizure,4,1,0,1,1,None,No military action,1,1,1,3,0,1,184,184,Seizure of material/personnel,Seizure of material/personnel,None,No,No,No,None,None
2729,2729.001,817,RVN,811,CAM,22,4,1963,1963,22,10,1963,Statlemate,None,None,Seizure,4,0,1,1,0,1,1,None,No military action,1,1,1,1,1,None,Seizure,4,1,3,1,0,1,184,184,Seizure of material/personnel,None,Seizure of material/personnel,No,No,No,None,None
2730,2730.001,811,CAM,817,RVN,20,11,1962,1962,20,11,1962,Statlemate,None,None,Border violation,3,0,1,1,0,0,0,None,No military action,1,1,1,1,1,None,Border violation,3,1,3,1,0,1,1,1,Border violation,None,Border violation,No,No,No,None,None
2730,2730.001,817,RVN,811,CAM,20,11,1962,1962,20,11,1962,Statlemate,None,None,Border violation,3,0,1,1,1,1,1,None,Border violation,3,1,0,0,0,None,No military action,1,1,1,3,0,1,1,1,Border violation,Border violation,None,No,No,No,None,None
2731,2731.001,811,CAM,817,RVN,19,3,1960,1960,19,3,1960,Statlemate,None,None,Threat to use force,2,0,1,1,1,1,1,None,Threat to use force,2,1,0,1,1,None,No military action,1,1,1,3,0,1,1,1,Threat to use force,Threat to use force,None,No,No,No,None,None
2731,2731.001,817,RVN,811,CAM,19,3,1960,1960,19,3,1960,Statlemate,None,None,Threat to use force,2,0,1,1,0,1,1,None,No military action,1,1,1,1,1,None,Threat to use force,2,1,3,1,0,1,1,1,Threat to use force,None,Threat to use force,No,No,No,None,None
2732,2732.001,811,CAM,817,RVN,20,6,1959,1959,20,6,1959,Statlemate,None,0-25,Clash,4,1,1,1,0,0,0,0-25,Clash,4,1,1,1,1,0-25,Clash,4,1,3,1,0,1,1,1,Clash,Clash,Clash,No,No,No,None,None
2732,2732.001,817,RVN,811,CAM,20,6,1959,1959,20,6,1959,Statlemate,None,0-25,Clash,4,1,1,1,1,1,1,0-25,Clash,4,1,0,0,0,0-25,Clash,4,1,1,3,0,1,1,1,Clash,Clash,Clash,No,No,No,None,None
2735,2735.001,93,NIC,94,COS,2,9,1987,1987,2,9,1987,Statlemate,None,None,Clash,4,1,1,1,1,1,4,Missing (knon fatalities,Clash,4,1,0,0,0,Missing (knon fatalities,Clash,4,1,1,3,0,1,1,1,Clash,Clash,Clash,No,No,No,None,None
2735,2735.001,94,COS,93,NIC,2,9,1987,1987,2,9,1987,Statlemate,None,None,Clash,4,1,1,1,0,0,0,Missing (knon fatalities,Clash,4,1,1,1,4,Missing (knon fatalities,Clash,4,1,3,1,0,1,1,1,Clash,Clash,Clash,No,No,No,None,None
2736,2736.001,41,HAI,42,DOM,29,11,1987,1987,30,12,1987,Statlemate,None,None,Alert,3,0,1,1,0,0,0,None,No military action,1,1,1,0,0,None,Alert,3,1,3,1,0,1,32,32,Alert,None,Alert,No,No,No,None,None
2736,2736.001,42,DOM,41,HAI,29,11,1987,1987,30,12,1987,Statlemate,None,None,Alert,3,0,1,1,1,0,0,None,Alert,3,1,0,0,0,None,No military action,1,1,1,3,0,1,32,32,Alert,Alert,None,No,No,No,None,None
